Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano
Vitor Bueno (MEI),São Paulo,631,23,319.0,210.0,-35.0,22.0,3.0,1.0,,24.0,13.0,4.0,2.0,,,,,1.0,,,16.0,,39.0,33,2019
Juanfran (LAT),São Paulo,964,12,316.0,-170.0,-49.0,14.0,,1.0,5.0,3.0,,,,,,,,,,,16.0,,22.0,33,2019
Luiz Otávio (ZAG),Ceará,880,22,314.0,-140.0,-71.0,27.0,2.0,1.0,6.0,10.0,3.0,2.0,,,,,,5.0,,,29.0,,25.0,33,2019
Henrique (MEI),Cruzeiro,803,28,308.0,240.0,56.0,59.0,,,,55.0,14.0,3.0,,,,,,5.0,,,43.0,1.0,43.0,33,2019
Arboleda (ZAG),São Paulo,682,24,308.0,-60.0,-65.0,24.0,1.0,1.0,8.0,21.0,7.0,5.0,,,,,,5.0,,,28.0,1.0,43.0,33,2019
Robson Bambu (ZAG),Athlético-PR,460,6,308.0,290.0,-2.0,4.0,,,4.0,1.0,2.0,1.0,,,,,,1.0,,,11.0,,11.0,33,2019
Gabriel (ZAG),Botafogo,858,31,304.0,20.0,-37.0,36.0,1.0,1.0,8.0,27.0,7.0,2.0,,,,,,5.0,,,19.0,1.0,47.0,33,2019
Richard Franco (MEI),Avaí,596,22,302.0,390.0,64.0,43.0,1.0,,,32.0,19.0,8.0,,,,,,3.0,,,43.0,1.0,62.0,33,2019
Éderson (MEI),Cruzeiro,312,16,300.0,230.0,-71.0,22.0,2.0,,,25.0,10.0,5.0,1.0,,,,,3.0,,,28.0,1.0,33.0,33,2019
Alison (MEI),Santos,620,18,298.0,860.0,152.0,45.0,,1.0,,20.0,8.0,,,,,,,7.0,,,30.0,,21.0,33,2019
João Paulo (MEI),Botafogo,889,31,295.0,370.0,80.0,46.0,3.0,1.0,,51.0,10.0,11.0,,,,,,4.0,,,31.0,,98.0,33,2019
Marquinhos Santos (TEC),Chapecoense,873,13,293.0,546.0,59.0,,,,,,,,,,,,,,,,,,,33,2019
Alberto Valentim (TEC),Botafogo,689,23,291.0,215.0,-17.0,,,,,,,,,,,,,,,,,,,33,2019
João Paulo (MEI),Avaí,566,24,291.0,0.0,0.0,37.0,4.0,,,36.0,11.0,8.0,,,,,1.0,5.0,,,41.0,,61.0,33,2019
Igor Fernandes (LAT),Avaí,455,25,290.0,0.0,-18.0,36.0,,,8.0,20.0,6.0,4.0,,,,,,5.0,,,29.0,3.0,51.0,33,2019
Gilberto (LAT),Fluminense,686,25,289.0,190.0,49.0,28.0,,2.0,7.0,19.0,10.0,8.0,,,,,,2.0,,,29.0,1.0,77.0,33,2019
Uendel (LAT),Internacional,427,16,288.0,520.0,90.0,22.0,,1.0,5.0,5.0,4.0,2.0,,,,,,1.0,,,19.0,4.0,38.0,33,2019
Apodi (LAT),CSA,563,29,287.0,20.0,-36.0,12.0,4.0,1.0,7.0,41.0,13.0,12.0,,,,,,4.0,,,47.0,11.0,50.0,33,2019
Cícero (MEI),Botafogo,1153,28,287.0,240.0,-46.0,31.0,3.0,1.0,,55.0,10.0,9.0,,,,,,8.0,,,23.0,4.0,40.0,33,2019
Artur (ATA),Bahia,965,28,286.0,0.0,0.0,17.0,6.0,2.0,,42.0,21.0,11.0,,,,,,6.0,1.0,,22.0,5.0,85.0,33,2019
Maicon (MEI),Grêmio,742,13,283.0,90.0,13.0,15.0,3.0,2.0,,9.0,4.0,2.0,,,,,,6.0,,,15.0,,34.0,33,2019
Bergson (ATA),Ceará,555,20,283.0,480.0,90.0,10.0,3.0,1.0,,28.0,14.0,17.0,,,,,,3.0,1.0,,22.0,12.0,19.0,33,2019
Gustavo Henrique (ZAG),Santos,634,28,283.0,-50.0,110.0,17.0,3.0,,13.0,17.0,7.0,4.0,,,,,2.0,8.0,,,33.0,,41.0,33,2019
Vitor Hugo (ZAG),Palmeiras,685,16,281.0,120.0,-35.0,14.0,,,5.0,7.0,4.0,4.0,,,,,,1.0,,,12.0,4.0,9.0,33,2019
Heitor (LAT),Internacional,237,15,279.0,220.0,-11.0,18.0,,1.0,4.0,28.0,5.0,4.0,,,,,,5.0,,,18.0,,46.0,33,2019
Cleiton (GOL),Atlético-MG,367,20,278.0,400.0,-57.0,,,1.0,5.0,6.0,,,,22.0,1.0,,,1.0,,22.0,,,14.0,33,2019
Márcio Araújo (MEI),Chapecoense,890,30,277.0,250.0,-56.0,60.0,,,,45.0,7.0,4.0,,,,,1.0,4.0,,,32.0,,37.0,33,2019
Fernando (LAT),Botafogo,489,19,276.0,520.0,64.0,27.0,,1.0,6.0,15.0,1.0,4.0,1.0,,,,,6.0,,,33.0,,36.0,33,2019
Felipe Alves (GOL),Fortaleza,872,27,275.0,470.0,-47.0,,,,5.0,1.0,,,,43.0,1.0,,,4.0,,34.0,1.0,,35.0,33,2019
Luanderson (MEI),Avaí,260,9,274.0,60.0,-22.0,19.0,,,,19.0,1.0,1.0,,,,,,2.0,,,13.0,,16.0,33,2019
Edenílson (MEI),Internacional,823,25,270.0,50.0,-9.0,27.0,5.0,2.0,,18.0,3.0,6.0,,,,,,6.0,,,27.0,,53.0,33,2019
Argel Fucks (TEC),CSA,629,24,267.0,-19.0,-35.0,,,,,,,,,,,,,,,,,,,33,2019
Caio Paulista (ATA),Avaí,389,22,265.0,50.0,-23.0,31.0,,,,28.0,22.0,7.0,,,,,,1.0,,,26.0,2.0,41.0,33,2019
Osvaldo (ATA),Fortaleza,660,27,263.0,0.0,0.0,13.0,3.0,5.0,,16.0,16.0,7.0,2.0,,,,1.0,3.0,,,23.0,,34.0,33,2019
Leandro Barcia (ATA),Goiás,861,29,261.0,310.0,-1.0,24.0,5.0,1.0,,35.0,19.0,12.0,1.0,,,,,8.0,,,51.0,5.0,37.0,33,2019
Zé Ricardo (TEC),Internacional,699,13,261.0,408.0,7.0,,,,,,,,,,,,,,,,,,,33,2019
Lucas Fonseca (ZAG),Bahia,652,33,259.0,110.0,9.0,16.0,,1.0,14.0,11.0,5.0,2.0,,,,,,2.0,,,8.0,,58.0,33,2019
Fábio Santos (LAT),Atlético-MG,913,26,258.0,-40.0,-107.0,17.0,3.0,1.0,6.0,19.0,3.0,3.0,2.0,,,,,5.0,,,28.0,2.0,45.0,33,2019
Felipe (MEI),Fortaleza,652,26,258.0,180.0,-14.0,72.0,,1.0,,27.0,5.0,5.0,,,,,,11.0,,,48.0,,78.0,33,2019
Ronaldo (MEI),Bahia,389,14,256.0,-180.0,-50.0,32.0,,1.0,,12.0,3.0,,,,,,,4.0,,,21.0,1.0,22.0,33,2019
Camilo (MEI),Chapecoense,632,24,253.0,0.0,-53.0,19.0,1.0,4.0,,22.0,18.0,11.0,1.0,,,,,2.0,,,31.0,5.0,51.0,33,2019
Pedro Castro (MEI),Avaí,551,26,252.0,340.0,34.0,39.0,1.0,,,34.0,11.0,8.0,1.0,,,,,1.0,1.0,,31.0,1.0,58.0,33,2019
João Lucas (LAT),Ceará,926,28,247.0,30.0,-19.0,31.0,1.0,,6.0,8.0,7.0,7.0,,,,1.0,,1.0,,,14.0,4.0,58.0,33,2019
Júnior Urso (MEI),Corinthians,716,20,244.0,450.0,41.0,29.0,1.0,,,22.0,9.0,10.0,,,,,,4.0,,,31.0,1.0,30.0,33,2019
Fabinho (MEI),Ceará,703,31,244.0,440.0,15.0,59.0,1.0,,,33.0,5.0,5.0,1.0,,,,,7.0,,,47.0,3.0,38.0,33,2019
Lourenço (ATA),Avaí,523,23,242.0,480.0,74.0,20.0,,3.0,,31.0,12.0,12.0,1.0,,,,,2.0,,,21.0,4.0,52.0,33,2019
Janderson (ATA),Corinthians,202,14,231.0,160.0,32.0,8.0,1.0,1.0,,21.0,6.0,2.0,,,,,,,,,10.0,1.0,16.0,33,2019
Léo Moura (LAT),Grêmio,534,17,228.0,90.0,-44.0,12.0,,1.0,5.0,14.0,2.0,,,,,,,1.0,,,7.0,1.0,39.0,33,2019
Caio Henrique (MEI),Fluminense,607,29,225.0,0.0,0.0,48.0,1.0,2.0,,23.0,4.0,3.0,,,,,,1.0,,,36.0,7.0,65.0,33,2019
Tiago Alves (ZAG),Ceará,577,19,221.0,120.0,-13.0,13.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,,,,,1.0,,,15.0,2.0,28.0,33,2019
Gilberto (MEI),Goiás,333,15,221.0,270.0,84.0,32.0,,,,11.0,2.0,3.0,,,,,,4.0,,,24.0,,18.0,33,2019
Tchê Tchê (MEI),São Paulo,543,31,218.0,220.0,-63.0,42.0,1.0,,,38.0,15.0,12.0,,,,,,5.0,,,38.0,1.0,64.0,33,2019
Thalles (MEI),Goiás,181,6,217.0,-10.0,10.0,1.0,1.0,1.0,,7.0,4.0,1.0,,,,,,1.0,,,10.0,,8.0,33,2019
Diego Tardelli (ATA),Grêmio,818,26,216.0,130.0,36.0,15.0,4.0,1.0,,21.0,7.0,15.0,,,,,,1.0,1.0,,23.0,6.0,57.0,33,2019
Camacho (MEI),Athlético-PR,431,7,210.0,470.0,97.0,14.0,,,,3.0,1.0,1.0,,,,,,1.0,,,9.0,,11.0,33,2019
Renato (ATA),Chapecoense,505,13,210.0,200.0,-3.0,10.0,,,,25.0,6.0,5.0,,,,,,2.0,,,8.0,,10.0,33,2019
André Luís (ATA),Fortaleza,485,22,209.0,360.0,38.0,5.0,2.0,,,49.0,6.0,8.0,3.0,,,,,4.0,,,15.0,4.0,27.0,33,2019
Gregore (MEI),Bahia,960,29,209.0,190.0,-22.0,83.0,,1.0,,23.0,11.0,2.0,,,,,1.0,6.0,,,100.0,,81.0,33,2019
Vini Locatelli (MEI),Chapecoense,155,9,207.0,120.0,4.0,5.0,,1.0,,8.0,3.0,4.0,,,,,,,,,6.0,,7.0,33,2019
Abner Vinícius (LAT),Athlético-PR,507,5,206.0,0.0,0.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,4.0,,9.0,33,2019
Vinícius Araújo (ATA),Avaí,185,10,203.0,-70.0,-49.0,3.0,1.0,,,18.0,4.0,10.0,,,,,,1.0,,,15.0,3.0,18.0,33,2019
João Vitor (MEI),CSA,492,16,202.0,-40.0,-50.0,41.0,,,,10.0,3.0,1.0,,,,,1.0,4.0,,,35.0,1.0,23.0,33,2019
Marquinhos Silva (ZAG),Avaí,623,14,201.0,470.0,80.0,16.0,,,2.0,7.0,9.0,,1.0,,,,,2.0,,,15.0,1.0,25.0,33,2019
Khellven (LAT),Athlético-PR,239,4,195.0,790.0,162.0,6.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,8.0,,9.0,33,2019
Thiago Santos (MEI),Palmeiras,521,13,193.0,120.0,39.0,25.0,1.0,,,14.0,1.0,1.0,,,,,,4.0,,,34.0,1.0,13.0,33,2019
Yago Rocha (LAT),Goiás,225,16,192.0,200.0,18.0,13.0,,,5.0,15.0,2.0,,,,,,1.0,1.0,,,17.0,1.0,22.0,33,2019
Daniel (MEI),Fluminense,469,26,192.0,120.0,33.0,20.0,1.0,3.0,,33.0,7.0,8.0,,,,,,2.0,,,17.0,1.0,72.0,33,2019
Euller (LAT),CSA,379,12,180.0,270.0,-67.0,9.0,,,,8.0,8.0,5.0,1.0,,,,,1.0,,,9.0,1.0,14.0,33,2019
Evando Camillato (TEC),Avaí,664,9,178.0,301.0,38.0,,,,,,,,,,,,,,,,,,,33,2019
Jucilei (MEI),São Paulo,618,4,177.0,-80.0,-57.0,5.0,,,,5.0,,,,,,,,,,,4.0,,3.0,33,2019
José Welison (MEI),Atlético-MG,441,14,172.0,310.0,96.0,23.0,,,,10.0,5.0,1.0,,,,,,2.0,,,19.0,,24.0,33,2019
Ramón Martínez (MEI),Atlético-MG,414,8,171.0,0.0,0.0,12.0,,,,4.0,1.0,,,,,,,1.0,,,5.0,1.0,7.0,33,2019
Alan Costa (ZAG),CSA,403,22,167.0,-130.0,-15.0,21.0,,,5.0,5.0,5.0,1.0,,,,,,4.0,,,19.0,3.0,29.0,33,2019
Di Santo (ATA),Atlético-MG,694,15,164.0,600.0,94.0,6.0,3.0,,,12.0,5.0,7.0,,,,,,2.0,1.0,,22.0,8.0,13.0,33,2019
Ganso (MEI),Fluminense,735,25,163.0,80.0,35.0,29.0,2.0,,,32.0,13.0,10.0,,,,,,8.0,,,28.0,,79.0,33,2019
Marquinhos Gabriel (MEI),Cruzeiro,399,25,156.0,120.0,40.0,17.0,,2.0,,18.0,7.0,5.0,1.0,,,,,2.0,,,12.0,2.0,29.0,33,2019
Leonardo Silva (ZAG),Atlético-MG,446,14,155.0,0.0,0.0,11.0,1.0,,1.0,11.0,3.0,2.0,1.0,,,,,5.0,,,14.0,,14.0,33,2019
João Carlos (GOL),CSA,78,11,150.0,-600.0,-97.0,,,,1.0,1.0,,,,18.0,,,1.0,1.0,,17.0,1.0,,5.0,33,2019
Quintero (ZAG),Fortaleza,428,32,150.0,620.0,71.0,18.0,1.0,,7.0,11.0,2.0,1.0,,,,,,4.0,,,18.0,,44.0,33,2019
Leonardo Valencia (MEI),Botafogo,408,19,147.0,250.0,61.0,10.0,1.0,1.0,,10.0,12.0,4.0,,,,,,2.0,,,8.0,1.0,37.0,33,2019
Yuri (MEI),Botafogo,302,13,146.0,0.0,0.0,16.0,,,,15.0,3.0,2.0,,,,,,3.0,,,20.0,,5.0,33,2019
Luciano Castán (ZAG),CSA,526,29,143.0,150.0,48.0,26.0,,,9.0,7.0,3.0,2.0,,,,1.0,,9.0,,,29.0,1.0,43.0,33,2019
Jean Cléber (MEI),CSA,274,20,142.0,-50.0,-68.0,22.0,,2.0,,15.0,5.0,3.0,,,,,,5.0,,,25.0,,24.0,33,2019
Evandro (MEI),Santos,463,14,139.0,200.0,-5.0,13.0,,2.0,,20.0,3.0,2.0,,,,,1.0,,,,25.0,2.0,21.0,33,2019
Felipe Baxola (MEI),Ceará,421,19,129.0,210.0,11.0,12.0,,2.0,,4.0,6.0,7.0,1.0,,,,,2.0,,,13.0,,37.0,33,2019
Rafael Moura (ATA),Goiás,347,17,126.0,90.0,28.0,6.0,3.0,,,20.0,15.0,3.0,,,,,1.0,3.0,,,36.0,4.0,21.0,33,2019
David (ATA),Cruzeiro,445,30,122.0,-40.0,-27.0,15.0,,2.0,,25.0,20.0,16.0,1.0,,,,,3.0,,,43.0,12.0,43.0,33,2019
Douglas (ZAG),Chapecoense,324,22,116.0,390.0,42.0,14.0,,1.0,4.0,8.0,5.0,2.0,,,,,,7.0,,,24.0,,16.0,33,2019
Luiz Fernando (MEI),Botafogo,400,28,116.0,140.0,84.0,19.0,1.0,,,36.0,15.0,5.0,1.0,,,,1.0,4.0,,,32.0,4.0,40.0,33,2019
Guerra (MEI),Bahia,351,16,113.0,0.0,0.0,8.0,1.0,2.0,,7.0,5.0,3.0,,,,,,5.0,,,15.0,1.0,17.0,33,2019
Allan (MEI),Fluminense,286,25,107.0,580.0,-28.0,34.0,,1.0,,33.0,16.0,11.0,,,,,1.0,9.0,,,55.0,,71.0,33,2019
Dawhan (MEI),CSA,559,27,104.0,50.0,32.0,34.0,,,,10.0,9.0,2.0,,,,,,7.0,,,30.0,,29.0,33,2019
Matheus Henrique (MEI),Grêmio,295,17,103.0,0.0,0.0,24.0,,1.0,,15.0,4.0,4.0,,,,,,7.0,,,28.0,,37.0,33,2019
Chico (MEI),Ceará,323,8,76.0,0.0,-35.0,8.0,,,,13.0,1.0,1.0,,,,,,1.0,,,20.0,,8.0,33,2019
D'Alessandro (MEI),Internacional,581,19,74.0,110.0,-7.0,8.0,1.0,1.0,,14.0,9.0,10.0,1.0,,,,,5.0,1.0,,6.0,6.0,67.0,33,2019
Hiago (ZAG),Chapecoense,132,3,67.0,0.0,0.0,2.0,,,,,,,,,,,,,,,2.0,,,33,2019
Yuri Lima (MEI),Fluminense,225,20,45.0,270.0,15.0,25.0,,,,13.0,3.0,1.0,,,,,,8.0,,,29.0,,28.0,33,2019
Kunde (ZAG),Avaí,160,8,40.0,570.0,69.0,7.0,,,2.0,4.0,,,,,,,1.0,2.0,,,11.0,,16.0,33,2019
Kanu (ZAG),Botafogo,89,3,33.0,0.0,0.0,2.0,,,,1.0,,,,,,,,,,,2.0,,5.0,33,2019
Wellington (MEI),Athlético-PR,78,25,-74.0,60.0,-1.0,14.0,,1.0,,14.0,3.0,4.0,,,,,,10.0,,,46.0,,52.0,33,2019
Marcos Felipe (GOL),Fluminense,81,1,-430.0,-430.0,-119.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,33,2019
Arrascaeta (MEI),Flamengo,1643,18,1006.0,0.0,0.0,30.0,11.0,9.0,,36.0,15.0,5.0,,,,,,1.0,,,21.0,,69.0,34,2019
Bruno Henrique (ATA),Flamengo,2172,29,747.0,0.0,0.0,24.0,16.0,4.0,,68.0,34.0,23.0,3.0,,,,,8.0,1.0,,52.0,9.0,48.0,34,2019
Everton (ATA),Grêmio,1838,27,728.0,1070.0,79.0,33.0,11.0,5.0,,27.0,29.0,17.0,2.0,,,,,3.0,,,16.0,2.0,46.0,34,2019
Tadeu (GOL),Goiás,1456,32,688.0,-630.0,-146.0,,,,10.0,7.0,,,,84.0,2.0,,,,,47.0,,,18.0,34,2019
Carlos Sánchez (MEI),Santos,1594,30,641.0,1180.0,6.0,33.0,9.0,9.0,,70.0,32.0,21.0,2.0,,,,,4.0,1.0,,37.0,6.0,110.0,34,2019
Marcos Rocha (LAT),Palmeiras,1618,22,637.0,340.0,-93.0,75.0,1.0,1.0,8.0,29.0,5.0,1.0,,,,,,3.0,,,34.0,1.0,72.0,34,2019
Gilberto (ATA),Bahia,1743,28,604.0,1130.0,123.0,22.0,12.0,3.0,,18.0,28.0,15.0,2.0,,,,,1.0,,,29.0,8.0,33.0,34,2019
Jordi (GOL),CSA,1083,25,600.0,370.0,35.0,,,,8.0,3.0,,,,59.0,2.0,,,4.0,,34.0,3.0,,16.0,34,2019
Filipe Luís (LAT),Flamengo,1355,13,588.0,0.0,0.0,40.0,,,6.0,10.0,,1.0,,,,,,,,,21.0,,31.0,34,2019
Marcos Felipe (GOL),Fluminense,423,2,585.0,1600.0,342.0,1.0,,,1.0,1.0,,,,3.0,,,,1.0,,1.0,,,1.0,34,2019
Reinaldo (LAT),São Paulo,1424,31,584.0,-30.0,-22.0,54.0,5.0,1.0,12.0,36.0,23.0,9.0,2.0,,,,,6.0,1.0,,44.0,1.0,65.0,34,2019
Eduardo Sasha (ATA),Santos,1864,33,583.0,960.0,106.0,30.0,13.0,3.0,,29.0,21.0,19.0,2.0,,,,,1.0,,,18.0,9.0,54.0,34,2019
Pedro Geromel (ZAG),Grêmio,1245,18,564.0,100.0,-50.0,40.0,3.0,,6.0,12.0,5.0,1.0,,,,,,4.0,,,13.0,,31.0,34,2019
Douglas Friedrich (GOL),Bahia,1278,33,563.0,-530.0,-172.0,1.0,,,14.0,9.0,,,,59.0,1.0,,,,,36.0,,,8.0,34,2019
Víctor Cuesta (ZAG),Internacional,1371,27,559.0,-80.0,-189.0,82.0,,,9.0,30.0,4.0,4.0,1.0,,,,,7.0,,,33.0,,41.0,34,2019
Jorge Jesus (TEC),Flamengo,1537,24,553.0,0.0,0.0,,,,,,,,,,,,,,,,,,,34,2019
Dudu (ATA),Palmeiras,1786,27,545.0,170.0,-42.0,13.0,6.0,4.0,,102.0,28.0,24.0,2.0,,,,,4.0,,,27.0,7.0,78.0,34,2019
Yony González (ATA),Fluminense,1428,30,544.0,1020.0,70.0,29.0,6.0,2.0,,53.0,41.0,26.0,3.0,,,,,2.0,,,39.0,7.0,36.0,34,2019
João Ricardo (GOL),Chapecoense,630,9,538.0,500.0,-89.0,,,,2.0,,,,,19.0,,,,,,9.0,,,2.0,34,2019
Rony (ATA),Athlético-PR,1416,26,538.0,0.0,0.0,24.0,6.0,6.0,,53.0,36.0,22.0,1.0,,,,,5.0,,,55.0,13.0,51.0,34,2019
Diego Alves (GOL),Flamengo,968,28,537.0,0.0,0.0,2.0,,,13.0,4.0,,,,37.0,2.0,,,,,20.0,,,16.0,34,2019
Nino Paraíba (LAT),Bahia,1286,26,536.0,80.0,-29.0,39.0,2.0,4.0,10.0,36.0,8.0,8.0,1.0,,,,,4.0,,,33.0,,59.0,34,2019
Daniel Alves (LAT),São Paulo,1499,16,533.0,20.0,-232.0,28.0,2.0,3.0,5.0,30.0,11.0,3.0,1.0,,,,,4.0,,,32.0,3.0,59.0,34,2019
Pedrinho (MEI),Corinthians,1199,24,517.0,470.0,32.0,24.0,5.0,4.0,,39.0,19.0,18.0,,,,,,,,,13.0,2.0,69.0,34,2019
Wellington Paulista (ATA),Fortaleza,1110,27,507.0,0.0,-113.0,10.0,13.0,3.0,,37.0,19.0,16.0,2.0,,,,,7.0,,,49.0,11.0,40.0,34,2019
Diogo Barbosa (LAT),Palmeiras,1346,25,495.0,230.0,18.0,58.0,,1.0,9.0,22.0,5.0,3.0,,,,,,2.0,,,37.0,1.0,30.0,34,2019
Fagner (LAT),Corinthians,1234,24,494.0,100.0,-153.0,46.0,1.0,2.0,10.0,37.0,5.0,5.0,,,,,,6.0,,,23.0,,79.0,34,2019
Santos (GOL),Athlético-PR,965,24,486.0,1220.0,-10.0,1.0,,,10.0,4.0,,,,32.0,2.0,,,1.0,,19.0,1.0,,21.0,34,2019
Everaldo (ATA),Chapecoense,1706,31,486.0,940.0,-37.0,15.0,13.0,1.0,,50.0,46.0,26.0,1.0,,,,,8.0,1.0,,67.0,2.0,74.0,34,2019
Rafael Vaz (ZAG),Goiás,1222,27,485.0,200.0,-30.0,29.0,5.0,1.0,9.0,18.0,21.0,14.0,,,,1.0,,1.0,,,12.0,,107.0,34,2019
Michael (ATA),Goiás,971,31,479.0,880.0,127.0,28.0,8.0,4.0,,46.0,30.0,22.0,2.0,,,,1.0,4.0,,,30.0,14.0,73.0,34,2019
Alisson (MEI),Grêmio,818,20,478.0,370.0,60.0,18.0,3.0,6.0,,43.0,9.0,15.0,,,,,,5.0,,,21.0,,39.0,34,2019
Jorge Sampaoli (TEC),Santos,1383,34,477.0,800.0,58.0,,,,,,,,,,,,,,,,,,,34,2019
Moisés (LAT),Bahia,1362,26,477.0,640.0,96.0,65.0,,2.0,10.0,12.0,10.0,4.0,,,,,1.0,4.0,,,50.0,2.0,45.0,34,2019
Eduardo Barros (TEC),Athlético-PR,1161,4,474.0,553.0,40.0,,,,,,,,,,,,,,,,,,,34,2019
Tiago Volpi (GOL),São Paulo,1197,33,471.0,640.0,86.0,,,,13.0,9.0,,,,49.0,,,,1.0,,25.0,,,29.0,34,2019
Léo Sena (MEI),Goiás,961,28,469.0,780.0,118.0,78.0,,1.0,,118.0,7.0,1.0,,,,,1.0,6.0,,,34.0,,73.0,34,2019
Otero (MEI),Atlético-MG,909,15,466.0,640.0,20.0,10.0,1.0,1.0,,43.0,26.0,22.0,1.0,,,,,4.0,,,24.0,3.0,27.0,34,2019
Paolo Guerrero (ATA),Internacional,1485,20,463.0,2020.0,315.0,9.0,7.0,1.0,,38.0,25.0,15.0,1.0,,,,1.0,2.0,1.0,,28.0,10.0,33.0,34,2019
Réver (ZAG),Atlético-MG,1150,25,460.0,0.0,0.0,40.0,1.0,2.0,6.0,19.0,11.0,5.0,2.0,,,,,3.0,,,11.0,1.0,38.0,34,2019
Renato Gaúcho (TEC),Grêmio,1273,34,454.0,365.0,13.0,,,,,,,,,,,,,,,,,,,34,2019
Gatito Fernández (GOL),Botafogo,913,27,454.0,240.0,-98.0,,,,9.0,5.0,,,,50.0,,,,4.0,,31.0,,,16.0,34,2019
Jonatan Gomez (MEI),CSA,669,24,454.0,630.0,117.0,22.0,5.0,3.0,,68.0,18.0,16.0,1.0,,,,1.0,5.0,,,31.0,2.0,60.0,34,2019
Kannemann (ZAG),Grêmio,1218,14,452.0,360.0,-36.0,34.0,1.0,,6.0,15.0,1.0,,,,,,,7.0,,,28.0,,20.0,34,2019
Paulão (ZAG),Fortaleza,793,9,450.0,0.0,0.0,10.0,2.0,,3.0,4.0,1.0,1.0,,,,,,1.0,,,6.0,,15.0,34,2019
Pablo Marí (ZAG),Flamengo,801,20,449.0,0.0,0.0,26.0,2.0,1.0,9.0,6.0,4.0,1.0,2.0,,,,,4.0,,,24.0,1.0,27.0,34,2019
Patrick (MEI),Internacional,923,22,445.0,340.0,-85.0,56.0,2.0,1.0,,35.0,13.0,4.0,,,,,,5.0,,,35.0,,41.0,34,2019
Thiago Neves (MEI),Cruzeiro,951,27,443.0,630.0,96.0,15.0,6.0,5.0,,30.0,36.0,21.0,1.0,,,,,8.0,,,22.0,2.0,65.0,34,2019
Nikão (MEI),Athlético-PR,1467,21,440.0,-10.0,-106.0,14.0,4.0,2.0,,19.0,22.0,20.0,1.0,,,,,2.0,,,18.0,5.0,31.0,34,2019
Alex Santana (MEI),Botafogo,1126,22,440.0,1080.0,129.0,17.0,5.0,1.0,,34.0,17.0,10.0,1.0,,,,,2.0,,,14.0,1.0,25.0,34,2019
Paulo Victor (GOL),Grêmio,675,25,438.0,100.0,-7.0,,,,10.0,2.0,,,,34.0,,,,1.0,,19.0,,,11.0,34,2019
Danilo Avelar (LAT),Corinthians,836,23,438.0,150.0,-160.0,34.0,1.0,,11.0,27.0,5.0,8.0,,,,,,6.0,,,33.0,1.0,39.0,34,2019
Bruno Melo (LAT),Fortaleza,306,10,438.0,-430.0,-152.0,6.0,2.0,3.0,3.0,13.0,2.0,1.0,,,,,1.0,1.0,1.0,,10.0,1.0,13.0,34,2019
Soteldo (MEI),Santos,975,29,434.0,1230.0,-156.0,19.0,9.0,3.0,,42.0,23.0,18.0,3.0,,,,,10.0,,,24.0,17.0,63.0,34,2019
Luciano (ATA),Grêmio,738,22,433.0,360.0,32.0,22.0,5.0,4.0,,30.0,15.0,15.0,1.0,,,,,6.0,1.0,,26.0,5.0,48.0,34,2019
Rafinha (LAT),Flamengo,1017,17,430.0,0.0,0.0,20.0,,4.0,9.0,15.0,1.0,3.0,,,,,,6.0,,,25.0,1.0,30.0,34,2019
Bruno Pacheco (LAT),Chapecoense,1448,31,425.0,1080.0,3.0,60.0,,5.0,7.0,67.0,4.0,2.0,,,,,1.0,4.0,,,47.0,,71.0,34,2019
Marcelo Cirino (ATA),Athlético-PR,781,27,424.0,0.0,0.0,16.0,9.0,2.0,,25.0,17.0,7.0,1.0,,,,,,1.0,,21.0,7.0,36.0,34,2019
Fernando Miguel (GOL),Vasco,893,24,423.0,0.0,0.0,,,,9.0,2.0,,,,36.0,,,,2.0,,23.0,,,8.0,34,2019
Raul (MEI),Vasco,772,25,423.0,0.0,0.0,58.0,1.0,2.0,,58.0,11.0,8.0,,,,,,6.0,,,42.0,,46.0,34,2019
Vladimir (GOL),Avaí,736,31,422.0,100.0,-115.0,,,,8.0,3.0,,,,61.0,,,,3.0,,43.0,,,5.0,34,2019
Rodrigo Caio (ZAG),Flamengo,967,25,421.0,0.0,0.0,23.0,2.0,,12.0,10.0,15.0,4.0,,,,,,3.0,,,27.0,1.0,24.0,34,2019
Bruno Henrique (MEI),Palmeiras,1311,26,420.0,1330.0,122.0,35.0,7.0,1.0,,24.0,21.0,8.0,,,,,,2.0,,,43.0,,57.0,34,2019
Marcelo Lomba (GOL),Internacional,1166,30,414.0,600.0,18.0,,,,10.0,8.0,,,,43.0,1.0,,1.0,1.0,,29.0,,,3.0,34,2019
Egídio (LAT),Cruzeiro,869,22,411.0,-160.0,-165.0,38.0,,1.0,8.0,21.0,7.0,8.0,,,,,,2.0,,,28.0,1.0,63.0,34,2019
Roberto (LAT),Chapecoense,569,13,405.0,1020.0,31.0,14.0,,1.0,3.0,26.0,15.0,5.0,,,,,,2.0,,,19.0,1.0,18.0,34,2019
