Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano,DS,PI
Luan (ATA),Grêmio,11.19,15,3.97,10.1,1.7,6.0,3.0,3.0,,21.0,9.0,6.0,1.0,,,,,,,,10.0,1.0,36.0,20,2019,,
Juninho (ZAG),Bahia,5.05,10,3.91,-1.8,-0.61,8.0,,,6.0,7.0,3.0,2.0,,,,,,1.0,,,6.0,1.0,19.0,20,2019,,
Fabrício Bruno (ZAG),Cruzeiro,4.96,6,3.9,2.7,-0.73,6.0,,,3.0,4.0,,,,,,,,,,,1.0,,7.0,20,2019,,
Cuca (TEC),São Paulo,10.57,19,3.89,4.7,0.22,,,,,,,,,,,,,,,,,,,20,2019,,
Juninho (MEI),Fortaleza,6.9,16,3.83,0.8,0.0,26.0,2.0,3.0,,14.0,15.0,8.0,,,,1.0,,3.0,,,31.0,,36.0,20,2019,,
Marco Ruben (ATA),Athlético-PR,13.37,10,3.83,0.9,-1.15,7.0,1.0,3.0,,6.0,4.0,7.0,2.0,,,,,1.0,,,15.0,5.0,13.0,20,2019,,
Marinho (ATA),Santos,7.37,14,3.81,3.0,0.84,15.0,2.0,1.0,,33.0,9.0,11.0,1.0,,,,,5.0,,,23.0,4.0,22.0,20,2019,,
Kayke (ATA),Goiás,7.74,18,3.81,2.9,0.43,4.0,6.0,3.0,,8.0,17.0,7.0,,,,,,3.0,,,17.0,5.0,31.0,20,2019,,
Diogo Silva (GOL),Ceará,10.71,19,3.79,0.0,0.0,,,,4.0,7.0,,,,31.0,,,,2.0,,19.0,,,8.0,20,2019,,
Felipe Pires (ATA),Fortaleza,5.63,5,3.78,0.0,0.0,2.0,1.0,1.0,,8.0,3.0,1.0,,,,,,,,,3.0,1.0,9.0,20,2019,,
Rodrigo Caio (ZAG),Flamengo,8.35,14,3.76,1.5,-0.47,12.0,1.0,,6.0,6.0,11.0,2.0,,,,,,3.0,,,13.0,1.0,15.0,20,2019,,
Nikão (MEI),Athlético-PR,16.23,11,3.7,0.0,0.0,5.0,2.0,1.0,,10.0,11.0,9.0,,,,,,2.0,,,9.0,,13.0,20,2019,,
Tiago Nunes (TEC),Athlético-PR,9.92,19,3.7,2.28,-0.02,,,,,,,,,,,,,,,,,,,20,2019,,
Juninho Capixaba (LAT),Grêmio,7.7,13,3.69,4.9,-0.23,22.0,,1.0,6.0,28.0,2.0,2.0,,,,,,7.0,,,26.0,3.0,32.0,20,2019,,
Samuel Xavier (LAT),Ceará,12.51,17,3.68,0.0,0.0,24.0,,2.0,4.0,33.0,7.0,4.0,1.0,,,,,6.0,,,15.0,2.0,43.0,20,2019,,
Ronaldo (MEI),Bahia,4.29,8,3.68,-0.4,-1.28,24.0,,1.0,,7.0,2.0,,,,,,,2.0,,,14.0,,19.0,20,2019,,
Leandro Carvalho (ATA),Ceará,10.87,17,3.68,3.7,0.01,15.0,3.0,1.0,,25.0,12.0,8.0,,,,,,2.0,,,13.0,2.0,30.0,20,2019,,
Gabriel (ZAG),Botafogo,9.46,18,3.66,6.5,0.21,26.0,,,7.0,16.0,1.0,1.0,,,,,,3.0,,,7.0,1.0,27.0,20,2019,,
Soteldo (MEI),Santos,7.6,18,3.56,3.9,0.78,18.0,3.0,2.0,,25.0,14.0,12.0,1.0,,,,,8.0,,,11.0,9.0,40.0,20,2019,,
Weverton (GOL),Palmeiras,13.26,13,3.55,4.7,-0.93,,,,5.0,3.0,,,,15.0,,,,,,12.0,,,5.0,20,2019,,
Fábio Sanches (ZAG),Goiás,3.88,7,3.54,4.7,-0.14,7.0,1.0,,1.0,9.0,1.0,,,,,,,,,,2.0,,10.0,20,2019,,
Edenílson (MEI),Internacional,8.0,13,3.52,-1.7,-1.34,12.0,4.0,1.0,,13.0,1.0,4.0,,,,,,3.0,,,12.0,,31.0,20,2019,,
Cícero (MEI),Botafogo,11.53,18,3.51,-1.5,-0.4,21.0,3.0,1.0,,40.0,8.0,2.0,,,,,,5.0,,,11.0,2.0,32.0,20,2019,,
Léo Cittadini (MEI),Athlético-PR,6.27,10,3.51,4.0,0.01,13.0,1.0,,,14.0,7.0,5.0,,,,,,1.0,,,10.0,,13.0,20,2019,,
Mano Menezes (TEC),Palmeiras,9.83,16,3.46,5.55,0.17,,,,,,,,,,,,,,,,,,,20,2019,,
Enderson Moreira (TEC),Ceará,10.91,20,3.46,3.34,-0.2,,,,,,,,,,,,,,,,,,,20,2019,,
Juanfran (LAT),São Paulo,10.77,5,3.44,1.7,-0.54,9.0,,,2.0,1.0,,,,,,,,,,,7.0,,11.0,20,2019,,
Henrique (MEI),Cruzeiro,8.32,16,3.42,5.6,0.46,35.0,,,,24.0,9.0,3.0,,,,,,2.0,,,20.0,1.0,21.0,20,2019,,
Oswaldo de Oliveira (TEC),Fluminense,6.97,4,3.4,1.19,-0.55,,,,,,,,,,,,,,,,,,,20,2019,,
Márcio Azevedo (LAT),Athlético-PR,6.62,12,3.33,0.0,0.0,8.0,,2.0,6.0,14.0,2.0,1.0,,,,,,3.0,,,16.0,,26.0,20,2019,,
Rogério Ceni (TEC),Cruzeiro,8.0,19,3.33,2.66,-0.01,,,,,,,,,,,,,,,,,,,20,2019,,
Ney Franco (TEC),Goiás,9.32,18,3.3,6.15,0.4,,,,,,,,,,,,,,,,,,,20,2019,,
Muriel (GOL),Fluminense,4.31,8,3.3,0.0,-0.59,,,,2.0,1.0,,,,13.0,,,,1.0,,10.0,1.0,,2.0,20,2019,,
Alberto Valentim (TEC),Avaí,6.91,11,3.3,4.35,-0.12,,,,,,,,,,,,,,,,,,,20,2019,,
Eduardo Barroca (TEC),Botafogo,8.68,20,3.27,3.43,-0.06,,,,,,,,,,,,,,,,,,,20,2019,,
Leandro Barcia (ATA),Goiás,7.86,17,3.23,-2.5,-0.64,18.0,3.0,1.0,,20.0,12.0,7.0,1.0,,,,,5.0,,,26.0,3.0,25.0,20,2019,,
Bruno Alves (ZAG),São Paulo,6.99,16,3.2,0.4,-1.06,21.0,,1.0,6.0,8.0,4.0,1.0,,,,,,3.0,,,24.0,,19.0,20,2019,,
Nico López (ATA),Internacional,13.45,12,3.2,0.6,-2.75,14.0,1.0,1.0,,9.0,12.0,10.0,2.0,,,,,4.0,,,15.0,6.0,31.0,20,2019,,
Lucas Fonseca (ZAG),Bahia,6.24,20,3.17,0.0,-0.04,12.0,,1.0,10.0,6.0,2.0,1.0,,,,,,1.0,,,5.0,,36.0,20,2019,,
Pedro Rocha (ATA),Cruzeiro,10.34,15,3.16,1.9,-0.15,12.0,2.0,2.0,,25.0,5.0,9.0,,,,,,1.0,,,14.0,2.0,46.0,20,2019,,
Richard Franco (MEI),Avaí,4.13,10,3.15,-2.4,-0.87,16.0,1.0,,,10.0,8.0,3.0,,,,,,,,,15.0,1.0,25.0,20,2019,,
Diego Souza (ATA),Botafogo,6.2,18,3.14,0.0,0.0,4.0,5.0,1.0,,27.0,9.0,7.0,1.0,,,,,1.0,,,20.0,7.0,37.0,20,2019,,
Argel Fucks (TEC),CSA,6.83,11,3.12,6.55,0.81,,,,,,,,,,,,,,,,,,,20,2019,,
Caio Paulista (ATA),Avaí,4.55,14,3.12,6.0,0.76,23.0,,,,20.0,12.0,5.0,,,,,,,,,17.0,2.0,23.0,20,2019,,
Carlinhos (LAT),Fortaleza,6.34,15,3.1,3.2,0.68,32.0,1.0,2.0,1.0,12.0,7.0,3.0,,,,,1.0,4.0,,,32.0,1.0,34.0,20,2019,,
Vitor Hugo (ZAG),Palmeiras,7.42,5,3.06,7.3,0.72,4.0,,,2.0,1.0,3.0,1.0,,,,,,,,,4.0,2.0,6.0,20,2019,,
Valdo (ZAG),Ceará,4.94,16,3.03,3.6,-0.42,23.0,,1.0,3.0,10.0,1.0,3.0,,,,,,2.0,,,12.0,,18.0,20,2019,,
João Paulo (MEI),Botafogo,9.98,18,2.98,13.4,2.66,27.0,2.0,1.0,,26.0,7.0,6.0,,,,,,4.0,,,13.0,,64.0,20,2019,,
Éverson (GOL),Santos,6.49,14,2.96,-6.3,-1.2,,,,5.0,5.0,,,,18.0,,,,1.0,,16.0,,,20.0,20,2019,,
Igor Fernandes (LAT),Avaí,4.91,16,2.96,5.3,-0.03,24.0,,,6.0,10.0,2.0,,,,,,,3.0,,,17.0,2.0,33.0,20,2019,,
Lourenço (ATA),Avaí,4.5,17,2.88,-1.6,-0.28,16.0,,3.0,,29.0,8.0,10.0,1.0,,,,,2.0,,,16.0,3.0,42.0,20,2019,,
Alan Costa (ZAG),CSA,5.21,11,2.85,4.2,0.81,11.0,,,5.0,3.0,4.0,1.0,,,,,,2.0,,,13.0,1.0,17.0,20,2019,,
Yago Felipe (MEI),Goiás,5.8,14,2.84,10.5,1.9,25.0,1.0,1.0,,19.0,2.0,,1.0,,,,,5.0,,,20.0,1.0,21.0,20,2019,,
Artur (ATA),Bahia,9.3,17,2.82,0.5,-0.52,15.0,3.0,1.0,,29.0,15.0,9.0,,,,,,5.0,1.0,,16.0,2.0,60.0,20,2019,,
Fábio (GOL),Cruzeiro,9.67,17,2.78,2.0,0.61,,,,5.0,1.0,,,,20.0,2.0,,,1.0,,24.0,,,8.0,20,2019,,
Gustavo Gómez (ZAG),Palmeiras,12.4,8,2.74,5.4,0.4,7.0,1.0,,3.0,8.0,,2.0,,,,,1.0,3.0,,,8.0,,10.0,20,2019,,
Felippe Cardoso (ATA),Ceará,3.96,11,2.67,4.6,0.52,6.0,2.0,1.0,,15.0,7.0,7.0,1.0,,,,,1.0,,,33.0,9.0,7.0,20,2019,,
Pedro Castro (MEI),Avaí,5.05,20,2.66,0.7,-0.26,31.0,1.0,,,26.0,9.0,6.0,1.0,,,,,,1.0,,25.0,1.0,49.0,20,2019,,
Gustavo Scarpa (MEI),Palmeiras,4.81,12,2.63,4.5,0.91,5.0,2.0,1.0,,7.0,7.0,8.0,,,,,,1.0,,,8.0,,32.0,20,2019,,
Willian (ATA),Palmeiras,8.45,7,2.6,8.6,1.51,3.0,2.0,,,5.0,,2.0,,,,,,1.0,,,4.0,1.0,9.0,20,2019,,
Alison (MEI),Santos,5.68,11,2.59,7.5,0.7,27.0,,,,14.0,3.0,,,,,,,4.0,,,19.0,,13.0,20,2019,,
Luciano Castán (ZAG),CSA,6.56,17,2.57,6.7,1.3,19.0,,,8.0,4.0,1.0,,,,,,,6.0,,,14.0,,29.0,20,2019,,
Betão (ZAG),Avaí,4.98,17,2.56,6.9,0.16,25.0,,,5.0,18.0,2.0,,,,,,1.0,4.0,,,13.0,,34.0,20,2019,,
Nino (ZAG),Fluminense,3.79,17,2.53,0.0,0.0,25.0,1.0,1.0,2.0,9.0,3.0,2.0,,,,,,6.0,,,20.0,,16.0,20,2019,,
Gustavo Henrique (ZAG),Santos,5.48,16,2.52,0.0,0.0,12.0,1.0,,7.0,9.0,3.0,3.0,,,,,1.0,6.0,,,16.0,,21.0,20,2019,,
Nenê (MEI),Fluminense,5.81,9,2.51,1.1,-0.58,6.0,1.0,2.0,,14.0,6.0,3.0,,,,,1.0,,,,11.0,,31.0,20,2019,,
Gilberto (LAT),Fluminense,6.03,12,2.49,0.7,-1.01,16.0,,1.0,2.0,11.0,5.0,3.0,,,,,,1.0,,,17.0,,39.0,20,2019,,
Léo Pereira (ZAG),Athlético-PR,8.06,14,2.44,0.4,0.02,13.0,1.0,,5.0,6.0,3.0,3.0,,,,,,4.0,,,17.0,1.0,34.0,20,2019,,
Edinho (MEI),Fortaleza,7.63,15,2.38,1.9,-0.07,4.0,2.0,,,23.0,11.0,5.0,,,,,,1.0,,,9.0,1.0,19.0,20,2019,,
Lucca (ATA),Bahia,5.32,9,2.36,0.0,0.0,7.0,,,,17.0,6.0,8.0,,,,,,1.0,,,11.0,1.0,14.0,20,2019,,
Apodi (LAT),CSA,6.28,18,2.34,10.1,1.12,10.0,1.0,1.0,6.0,20.0,5.0,5.0,,,,,,3.0,,,33.0,4.0,38.0,20,2019,,
Gilberto (MEI),Goiás,2.84,5,2.32,2.5,-0.45,11.0,,,,3.0,2.0,1.0,,,,,,2.0,,,8.0,,4.0,20,2019,,
Ganso (MEI),Fluminense,7.66,14,2.29,0.4,-1.38,14.0,2.0,,,17.0,10.0,6.0,,,,,,4.0,,,13.0,,47.0,20,2019,,
Zé Ricardo (TEC),Fortaleza,6.41,6,2.29,0.5,-0.35,,,,,,,,,,,,,,,,,,,20,2019,,
Orejuela (LAT),Cruzeiro,4.62,9,2.23,-1.5,-0.19,14.0,,,2.0,8.0,1.0,2.0,,,,,,2.0,,,20.0,1.0,12.0,20,2019,,
Caio Henrique (MEI),Fluminense,5.47,19,2.21,-0.2,-0.33,33.0,,1.0,,18.0,3.0,2.0,,,,,,,,,24.0,5.0,39.0,20,2019,,
Gregore (MEI),Bahia,10.26,17,2.17,4.9,0.87,54.0,,,,13.0,5.0,1.0,,,,,1.0,3.0,,,59.0,,51.0,20,2019,,
Tinga (LAT),Fortaleza,2.23,12,2.16,3.4,0.69,9.0,1.0,2.0,1.0,5.0,4.0,,,,,,,,,,5.0,,46.0,20,2019,,
João Lucas (LAT),Ceará,9.36,17,2.15,1.5,-0.85,19.0,1.0,,3.0,8.0,2.0,3.0,,,,1.0,,1.0,,,8.0,4.0,37.0,20,2019,,
Fabinho (MEI),Ceará,6.39,19,2.14,3.2,-0.71,41.0,,,,16.0,2.0,,,,,,,4.0,,,30.0,,25.0,20,2019,,
Gilson (LAT),Botafogo,5.02,15,2.13,0.4,-0.08,15.0,,1.0,5.0,12.0,1.0,,,,,,1.0,2.0,,,16.0,,35.0,20,2019,,
João Vitor (MEI),CSA,6.11,8,2.1,8.2,1.44,24.0,,,,5.0,,,,,,,,4.0,,,18.0,1.0,14.0,20,2019,,
Michel (MEI),Grêmio,4.86,12,2.1,2.2,-0.46,31.0,,,,1.0,4.0,4.0,,,,2.0,,2.0,,,22.0,,16.0,20,2019,,
Tchê Tchê (MEI),São Paulo,4.89,18,2.09,1.0,-0.24,22.0,1.0,,,26.0,8.0,8.0,,,,,,4.0,,,24.0,,41.0,20,2019,,
Bruno Henrique (MEI),Palmeiras,10.03,13,2.01,2.4,-0.92,15.0,2.0,,,16.0,3.0,1.0,,,,,,1.0,,,26.0,,30.0,20,2019,,
Matheus Barbosa (MEI),Avaí,3.85,10,1.96,1.8,-0.69,14.0,,1.0,,6.0,3.0,1.0,,,,,,,,,10.0,1.0,25.0,20,2019,,
Arboleda (ZAG),São Paulo,7.2,12,1.96,7.4,1.32,12.0,,1.0,3.0,8.0,3.0,1.0,,,,,,3.0,,,15.0,1.0,27.0,20,2019,,
Osvaldo (ATA),Fortaleza,5.12,17,1.92,1.0,-0.75,6.0,2.0,3.0,,6.0,6.0,4.0,,,,,1.0,1.0,,,14.0,,20.0,20,2019,,
Bustamante (ATA),CSA,2.86,7,1.87,5.0,-0.22,5.0,1.0,,,10.0,3.0,2.0,,,,,,1.0,,,14.0,1.0,9.0,20,2019,,
Digão (ZAG),Fluminense,5.16,8,1.85,-0.3,-0.68,11.0,,,2.0,6.0,1.0,,,,,,1.0,1.0,,,10.0,1.0,10.0,20,2019,,
Matheus Henrique (MEI),Grêmio,4.34,10,1.85,5.0,0.74,15.0,,1.0,,14.0,1.0,2.0,,,,,,3.0,,,12.0,,24.0,20,2019,,
Diego Tardelli (ATA),Grêmio,7.72,15,1.84,-0.6,-0.4,8.0,2.0,,,11.0,4.0,12.0,,,,,,1.0,1.0,,12.0,4.0,32.0,20,2019,,
Felipe Melo (MEI),Palmeiras,6.9,9,1.82,6.5,0.67,14.0,1.0,,,13.0,10.0,2.0,,,,,1.0,5.0,,,16.0,,22.0,20,2019,,
Gabriel Dias (MEI),Fortaleza,3.91,17,1.82,-0.5,-0.89,22.0,,,,22.0,4.0,4.0,,,,,,3.0,,,19.0,1.0,17.0,20,2019,,
Flávio (MEI),Bahia,2.52,12,1.77,-2.0,-1.18,23.0,,,,9.0,,1.0,,,,,,2.0,,,18.0,1.0,18.0,20,2019,,
Dawhan (MEI),CSA,6.26,16,1.68,1.7,0.34,24.0,,,,7.0,6.0,,,,,,,2.0,,,16.0,,18.0,20,2019,,
Tiago Alves (ZAG),Ceará,5.28,11,1.61,-0.3,-1.03,7.0,1.0,,2.0,1.0,2.0,,,,,,,1.0,,,9.0,2.0,18.0,20,2019,,
Diego Pituca (MEI),Santos,3.84,18,1.61,3.9,0.33,23.0,1.0,,,19.0,10.0,7.0,2.0,,,,,6.0,,,40.0,,45.0,20,2019,,
Quintero (ZAG),Fortaleza,2.86,20,1.47,-1.6,-0.25,13.0,1.0,,3.0,6.0,1.0,1.0,,,,,,2.0,,,11.0,,29.0,20,2019,,
Naldo (MEI),CSA,2.98,17,1.46,-1.3,-0.89,24.0,,1.0,,9.0,5.0,2.0,,,,,,3.0,,,24.0,2.0,27.0,20,2019,,
Jackson (ZAG),Fortaleza,4.23,6,1.23,0.4,-0.35,3.0,,,1.0,5.0,2.0,1.0,,,,,,,,,6.0,1.0,13.0,20,2019,,
Luiz Adriano (ATA),Palmeiras,5.02,5,1.0,-0.3,-0.81,1.0,,1.0,,7.0,1.0,1.0,,,,,,,,,9.0,2.0,5.0,20,2019,,
Robinho (MEI),Cruzeiro,5.63,14,0.76,-0.8,-0.52,13.0,1.0,1.0,,16.0,10.0,3.0,,,,,,5.0,,,22.0,,68.0,20,2019,,
Alecsandro (ATA),CSA,4.23,10,0.68,2.7,0.21,2.0,1.0,,,5.0,7.0,5.0,,,,,,1.0,1.0,,14.0,4.0,11.0,20,2019,,
Éderson (MEI),Cruzeiro,1.8,5,0.68,0.7,0.8,3.0,,,,6.0,2.0,1.0,1.0,,,,,1.0,,,8.0,,13.0,20,2019,,
Leonardo Valencia (MEI),Botafogo,3.67,7,0.67,2.0,0.21,2.0,,1.0,,2.0,4.0,1.0,,,,,,2.0,,,3.0,1.0,9.0,20,2019,,
Allan (MEI),Fluminense,2.07,15,0.43,2.7,-0.25,16.0,,1.0,,20.0,8.0,7.0,,,,,1.0,6.0,,,32.0,,48.0,20,2019,,
Yuri Lima (MEI),Fluminense,1.49,11,-0.18,-1.1,0.04,10.0,,,,4.0,2.0,1.0,,,,,,4.0,,,18.0,,16.0,20,2019,,
Jean (MEI),Palmeiras,4.06,2,-0.5,0.0,0.0,,,,,,,,,,,,,,,,2.0,,,20,2019,,
Yago Rocha (LAT),Goiás,0.77,4,-0.85,0.0,0.0,3.0,,,,3.0,,,,,,,1.0,,,,4.0,,8.0,20,2019,,
Wellington (MEI),Athlético-PR,0.77,14,-1.26,-2.6,0.0,8.0,,,,3.0,1.0,,,,,,,6.0,,,22.0,,30.0,20,2019,,
Marcelo Boeck (GOL),Fortaleza,2.6,2,-2.15,-2.0,-0.71,,,,,,,,,2.0,,,,1.0,,3.0,,,2.0,20,2019,,
Arrascaeta (MEI),Flamengo,19.33,13,12.02,16.7,1.28,21.0,10.0,8.0,,27.0,10.0,5.0,,,,,,1.0,,,13.0,,48.0,21,2019,,
Gabriel (ATA),Flamengo,21.43,17,10.7,9.1,-0.07,5.0,18.0,3.0,,16.0,22.0,17.0,,,,,,5.0,,,12.0,9.0,34.0,21,2019,,
Gilberto (ATA),Bahia,16.59,17,7.29,4.1,-0.77,13.0,11.0,2.0,,11.0,14.0,6.0,,,,,,,,,16.0,6.0,22.0,21,2019,,
Douglas Friedrich (GOL),Bahia,14.44,20,7.16,5.0,1.0,1.0,,,11.0,5.0,,,,37.0,1.0,,,,,16.0,,,6.0,21,2019,,
Rodriguez (ZAG),Grêmio,5.01,5,6.94,0.0,0.0,11.0,,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,7.0,21,2019,,
Jordi (GOL),CSA,10.36,20,6.73,-3.5,-4.1,,,,7.0,3.0,,,,52.0,2.0,,,4.0,,29.0,3.0,,14.0,21,2019,,
Dudu (ATA),Palmeiras,19.61,14,6.56,11.3,1.59,7.0,5.0,2.0,,56.0,16.0,12.0,,,,,,2.0,,,11.0,4.0,41.0,21,2019,,
Reinaldo (LAT),São Paulo,14.28,19,6.53,1.4,-0.44,34.0,4.0,1.0,7.0,25.0,15.0,7.0,,,,,,3.0,1.0,,20.0,,40.0,21,2019,,
Thiago Galhardo (MEI),Ceará,12.24,18,6.35,4.9,0.95,17.0,8.0,1.0,,26.0,15.0,15.0,2.0,,,,,2.0,,,18.0,4.0,47.0,21,2019,,
Rodrigo Lindoso (MEI),Internacional,10.96,13,6.34,8.6,-0.39,34.0,3.0,2.0,,8.0,6.0,5.0,,,,,,1.0,,,13.0,1.0,28.0,21,2019,,
Bruno Henrique (ATA),Flamengo,20.27,19,6.27,9.6,1.27,10.0,8.0,2.0,,41.0,25.0,16.0,2.0,,,,,5.0,,,28.0,4.0,31.0,21,2019,,
Víctor Cuesta (ZAG),Internacional,14.54,15,6.23,6.1,-0.47,49.0,,,7.0,16.0,,,,,,,,4.0,,,12.0,,30.0,21,2019,,
Marcos Rocha (LAT),Palmeiras,16.62,13,6.18,0.0,0.0,42.0,1.0,1.0,5.0,15.0,3.0,,,,,,,2.0,,,24.0,1.0,47.0,21,2019,,
Filipe Luís (LAT),Flamengo,13.86,8,6.13,7.8,0.09,31.0,,,3.0,3.0,,1.0,,,,,,,,,16.0,,24.0,21,2019,,
Diogo Barbosa (LAT),Palmeiras,14.23,13,6.13,6.8,0.01,38.0,,1.0,5.0,13.0,3.0,2.0,,,,,,2.0,,,19.0,,17.0,21,2019,,
Eduardo Sasha (ATA),Santos,17.1,20,6.11,0.4,-0.57,23.0,8.0,1.0,,16.0,15.0,11.0,2.0,,,,,1.0,,,14.0,2.0,36.0,21,2019,,
Tadeu (GOL),Goiás,17.32,19,6.11,21.5,2.8,,,,6.0,6.0,,,,41.0,2.0,,,,,25.0,,,14.0,21,2019,,
Daniel Alves (LAT),São Paulo,15.8,6,6.03,4.5,0.27,11.0,1.0,,2.0,12.0,6.0,3.0,1.0,,,,,,,,15.0,2.0,24.0,21,2019,,
Moisés (LAT),Bahia,15.29,17,5.99,13.8,1.46,49.0,,2.0,8.0,9.0,10.0,4.0,,,,,1.0,4.0,,,32.0,1.0,32.0,21,2019,,
Jorge Jesus (TEC),Flamengo,14.73,12,5.84,5.15,0.24,,,,,,,,,,,,,,,,,,,21,2019,,
Pablo (ATA),São Paulo,12.74,4,5.7,-1.3,-1.68,1.0,2.0,,,4.0,6.0,1.0,1.0,,,,,,,,6.0,3.0,4.0,21,2019,,
Nino Paraíba (LAT),Bahia,13.3,16,5.63,5.6,1.07,24.0,1.0,3.0,8.0,21.0,5.0,5.0,,,,,,4.0,,,20.0,,38.0,21,2019,,
Danilo Avelar (LAT),Corinthians,8.76,12,5.61,0.0,0.0,18.0,1.0,,7.0,21.0,2.0,5.0,,,,,,3.0,,,15.0,1.0,23.0,21,2019,,
Yony González (ATA),Fluminense,12.29,17,5.55,1.5,-0.09,16.0,4.0,,,28.0,26.0,12.0,2.0,,,,,1.0,,,16.0,4.0,16.0,21,2019,,
Carlinhos (LAT),CSA,7.69,17,5.4,0.4,-1.95,26.0,2.0,,7.0,14.0,7.0,6.0,,,,,,,,,9.0,,45.0,21,2019,,
Fagner (LAT),Corinthians,12.25,14,5.38,0.0,0.0,28.0,,2.0,7.0,21.0,2.0,2.0,,,,,,2.0,,,13.0,,52.0,21,2019,,
Leandro Castan (ZAG),Vasco,10.15,9,5.35,0.0,0.0,14.0,2.0,1.0,3.0,8.0,2.0,2.0,,,,,,4.0,,,6.0,2.0,16.0,21,2019,,
Rafael Vaz (ZAG),Goiás,12.81,14,5.28,8.9,-0.33,17.0,4.0,,5.0,6.0,5.0,5.0,,,,1.0,,,,,4.0,,49.0,21,2019,,
Pedrinho (MEI),Corinthians,12.12,14,5.27,0.0,0.0,11.0,4.0,2.0,,25.0,8.0,10.0,,,,,,,,,4.0,2.0,42.0,21,2019,,
Dedé (ZAG),Cruzeiro,14.98,15,5.14,3.2,-0.92,23.0,2.0,,6.0,16.0,6.0,4.0,,,,,,2.0,,,12.0,,37.0,21,2019,,
João Pedro (ATA),Fluminense,7.0,15,5.12,7.3,0.49,13.0,4.0,1.0,,21.0,13.0,15.0,,,,,,1.0,,,16.0,6.0,19.0,21,2019,,
Everaldo (ATA),Chapecoense,15.35,19,5.09,0.0,0.0,9.0,8.0,1.0,,32.0,28.0,21.0,,,,,,5.0,1.0,,41.0,2.0,46.0,21,2019,,
Rony (ATA),Athlético-PR,13.16,14,5.05,6.6,1.74,10.0,4.0,3.0,,27.0,19.0,10.0,1.0,,,,,4.0,,,33.0,5.0,27.0,21,2019,,
Raul (MEI),Vasco,8.33,17,4.89,0.0,0.0,47.0,,2.0,,44.0,7.0,7.0,,,,,,4.0,,,31.0,,33.0,21,2019,,
Gatito Fernández (GOL),Botafogo,8.5,18,4.87,-1.0,-1.37,,,,7.0,4.0,,,,32.0,,,,3.0,,18.0,,,11.0,21,2019,,
Léo Cittadini (MEI),Athlético-PR,9.04,11,4.86,18.4,2.77,15.0,2.0,1.0,,14.0,7.0,7.0,,,,,,1.0,,,10.0,,13.0,21,2019,,
Léo Sena (MEI),Goiás,7.77,16,4.75,0.6,-0.06,46.0,,1.0,,58.0,5.0,1.0,,,,,1.0,4.0,,,13.0,,42.0,21,2019,,
Pablo Marí (ZAG),Flamengo,6.72,10,4.69,0.0,-0.33,16.0,2.0,,4.0,1.0,1.0,,,,,,,2.0,,,12.0,1.0,13.0,21,2019,,
Tiago Volpi (GOL),São Paulo,9.95,20,4.69,-2.3,-0.59,,,,7.0,7.0,,,,30.0,,,,,,15.0,,,15.0,21,2019,,
Rafael Sobis (ATA),Internacional,8.67,13,4.68,0.0,0.0,8.0,2.0,3.0,,10.0,13.0,15.0,,,,,,3.0,,,9.0,,17.0,21,2019,,
Júlio César (GOL),Grêmio,7.93,7,4.67,0.0,0.0,,,,2.0,,,,,15.0,,,,,,11.0,,,1.0,21,2019,,
Nikão (MEI),Athlético-PR,17.44,12,4.65,15.1,1.21,6.0,3.0,2.0,,10.0,12.0,10.0,,,,,,2.0,,,10.0,,16.0,21,2019,,
Hernanes (MEI),São Paulo,14.38,14,4.53,0.0,0.0,12.0,2.0,4.0,,14.0,12.0,10.0,,,,,,3.0,,,15.0,1.0,17.0,21,2019,,
Willian Arão (MEI),Flamengo,13.15,19,4.53,0.2,-0.57,42.0,1.0,5.0,,11.0,10.0,4.0,1.0,,,,,2.0,,,29.0,,43.0,21,2019,,
Thiago Neves (MEI),Cruzeiro,9.32,16,4.53,0.0,0.0,6.0,5.0,2.0,,15.0,19.0,11.0,1.0,,,,,4.0,,,14.0,2.0,31.0,21,2019,,
Jorge Sampaoli (TEC),Santos,12.25,21,4.49,1.45,-0.19,,,,,,,,,,,,,,,,,,,21,2019,,
Bruno Guimarães (MEI),Athlético-PR,12.26,14,4.49,1.5,-0.25,18.0,2.0,1.0,,47.0,9.0,7.0,1.0,,,,,1.0,,,23.0,,46.0,21,2019,,
Santos (GOL),Athlético-PR,7.42,15,4.46,1.0,-0.99,,,,6.0,4.0,,,,21.0,1.0,,,1.0,,14.0,1.0,,15.0,21,2019,,
Diego Alves (GOL),Flamengo,6.6,17,4.46,-2.3,-0.55,2.0,,,6.0,2.0,,,,21.0,2.0,,,,,16.0,,,11.0,21,2019,,
Marcelo Lomba (GOL),Internacional,10.13,18,4.39,-3.3,-1.92,,,,7.0,5.0,,,,26.0,,,,,,18.0,,,2.0,21,2019,,
Rafinha (LAT),Flamengo,9.78,10,4.38,4.1,0.98,13.0,,4.0,4.0,11.0,,1.0,,,,,,4.0,,,17.0,1.0,18.0,21,2019,,
Odair Hellmann (TEC),Internacional,10.84,21,4.38,1.47,-0.82,,,,,,,,,,,,,,,,,,,21,2019,,
